tau,agent,estimate
0.6579332246575682,A5,0.33270419596661505
0.6579332246575682,A5,0.32429246095685677
0.6579332246575682,A5,0.32332461628968456
0.6579332246575682,A5,0.3316791258862878
0.6579332246575682,A5,0.33214325898041097
0.6579332246575682,A5,0.3303612300592882
0.6579332246575682,A5,0.33098452153298313
0.6579332246575682,A5,0.3286016339761032
0.6579332246575682,A5,0.325699189009144
0.6579332246575682,A6,0.2656617807172698
0.6579332246575682,A6,0.26802399796058607
0.6579332246575682,A6,0.26688429326742097
0.6579332246575682,A6,0.2673638243256212
0.6579332246575682,A6,0.2663353504750529
0.6579332246575682,A6,0.2707157391476677
0.6579332246575682,A6,0.2673904683036578
0.6579332246575682,A6,0.27058672955090357
0.6579332246575682,A6,0.2680602577035673
0.6579332246575682,A6,0.2650967260477552
0.6579332246575682,A6,0.27245805514816823
0.6579332246575682,A6,0.26613292467673
0.6579332246575682,A6,0.2685999498121561
0.6579332246575682,A6,0.2671658196392021
0.6579332246575682,A6,0.270542597962853
0.6579332246575682,A6,0.26672640149462234
0.6579332246575682,A6,0.2641673669291123
0.6579332246575682,A6,0.2594810589172588
0.6579332246575682,A6,0.2735950505450446
0.6579332246575682,A6,0.2628097142665677
0.6579332246575682,A6,0.2699870159452697
0.6579332246575682,A6,0.2604772167058869
0.6579332246575682,A6,0.27496147835205853
0.6579332246575682,A6,0.26889426292197727
0.6579332246575682,A6,0.2675001963983643
0.6579332246575682,A6,0.2739279907354027
0.6579332246575682,A6,0.2689888830305523
0.6579332246575682,A6,0.26386125848791786
0.6579332246575682,A6,0.27333278887731455
0.6579332246575682,A6,0.27453269863125523
0.6579332246575682,A6,0.26534539802785145
0.6579332246575682,A6,0.2711870554291892
0.6579332246575682,A6,0.2655035693036158
0.6579332246575682,A6,0.2709988795973063
0.6579332246575682,A6,0.2673426855977018
0.6579332246575682,A6,0.26782064459510896
0.6579332246575682,A6,0.26823799682876365
0.6579332246575682,A6,0.26530672384220816
0.6579332246575682,A6,0.2670969988975588
0.6579332246575682,A6,0.27089377403206927
1.5199110829529332,A1,0.7035720506539181
1.5199110829529332,A1,0.7248714426366928
1.5199110829529332,A1,0.7207781527876403
1.5199110829529332,A1,0.7112764394620807
1.5199110829529332,A1,0.710094165846696
1.5199110829529332,A1,0.7155011866400461
1.5199110829529332,A1,0.7189201462131222
1.5199110829529332,A1,0.7088151578543282
1.5199110829529332,A1,0.7125938436334089
1.5199110829529332,A1,0.7210076053734514
1.5199110829529332,A1,0.7046072042088094
1.5199110829529332,A1,0.7070831260571648
1.5199110829529332,A1,0.7115577699904411
1.5199110829529332,A1,0.6985379384614732
1.5199110829529332,A1,0.6961691204484952
1.5199110829529332,A1,0.7052645523650289
1.5199110829529332,A1,0.7085940311812913
1.5199110829529332,A1,0.7131572228820462
1.5199110829529332,A1,0.7265173399517899
1.5199110829529332,A1,0.7213226183001599
1.5199110829529332,A1,0.7098704772094598
1.5199110829529332,A1,0.7061708012956325
1.5199110829529332,A1,0.7051175108214194
1.5199110829529332,A1,0.704580860434535
1.5199110829529332,A1,0.7205061082027361
1.5199110829529332,A1,0.7097193341156419
1.5199110829529332,A1,0.7123438414943324
1.5199110829529332,A1,0.7072281111492149
1.5199110829529332,A1,0.7246392918733037
1.5199110829529332,A1,0.7156075440537635
1.5199110829529332,A1,0.7161587414300952
1.5199110829529332,A1,0.702307246947262
1.5199110829529332,A1,0.7180937020317014
1.5199110829529332,A1,0.7153671769725706
1.5199110829529332,A1,0.7255646462040006
1.5199110829529332,A1,0.708325351202163
1.5199110829529332,A1,0.7183474630873868
1.5199110829529332,A1,0.7109616488667742
1.5199110829529332,A1,0.704809689998585
1.5199110829529332,A1,0.6983549721295703
1.5199110829529332,A2,0.6968561177099118
1.5199110829529332,A2,0.6921709545182345
1.5199110829529332,A2,0.6866375912402619
1.5199110829529332,A2,0.6929727065535999
1.5199110829529332,A2,0.6882386116184559
1.5199110829529332,A2,0.6815912810626134
1.5199110829529332,A2,0.6860997641095122
1.5199110829529332,A2,0.6932522317871548
1.5199110829529332,A2,0.6926561239538274
1.5199110829529332,A2,0.6835649859724968
1.5199110829529332,A2,0.6897153988191225
1.5199110829529332,A2,0.6906584750129033
1.5199110829529332,A2,0.6996962585804687
1.5199110829529332,A2,0.6968986650287682
1.5199110829529332,A2,0.6821099071233846
1.5199110829529332,A2,0.6924305376828902
1.5199110829529332,A2,0.6927975593751947
1.5199110829529332,A2,0.6873709146171451
1.5199110829529332,A2,0.6911208533275173
1.5199110829529332,A2,0.6865113468714324
1.5199110829529332,A2,0.6990343630080937
1.5199110829529332,A2,0.6851596680541177
1.5199110829529332,A2,0.6918663901161608
1.5199110829529332,A2,0.6989526903774477
1.5199110829529332,A2,0.6791563112829636
1.5199110829529332,A2,0.6805160166974492
1.5199110829529332,A2,0.6835150665882614
1.5199110829529332,A2,0.6996578770509744
1.5199110829529332,A2,0.6848684982827771
1.5199110829529332,A2,0.6793468520025303
1.5199110829529332,A2,0.6949426966104745
1.5199110829529332,A2,0.6900285664707781
1.5199110829529332,A2,0.6846248997963058
1.5199110829529332,A2,0.6905220010042581
1.5199110829529332,A2,0.6847387475037787
1.5199110829529332,A2,0.6908468644490457
1.5199110829529332,A2,0.6898288794040098
1.5199110829529332,A2,0.6942726919747119
1.5199110829529332,A2,0.6913371757775512
1.5199110829529332,A2,0.6930237937371316
1.5199110829529332,A3,0.46404650153304483
1.5199110829529332,A3,0.447490248767851
1.5199110829529332,A3,0.4547465935927718
1.5199110829529332,A3,0.45819780733030957
1.5199110829529332,A3,0.45640123038604685
1.5199110829529332,A3,0.45298288377838947
1.5199110829529332,A3,0.46757419146898815
1.5199110829529332,A3,0.45217963702074065
1.5199110829529332,A3,0.4501815668981269
1.5199110829529332,A3,0.45402387989846477
1.5199110829529332,A3,0.4536021933193474
1.5199110829529332,A3,0.4585822166579396
1.5199110829529332,A3,0.4471583552255542
1.5199110829529332,A3,0.453800679316667
1.5199110829529332,A3,0.45971715687255144
1.5199110829529332,A3,0.44388169107630016
1.5199110829529332,A3,0.4545428342669983
1.5199110829529332,A3,0.4572074378652326
1.5199110829529332,A3,0.4484626890203682
1.5199110829529332,A3,0.45036360571444223
1.5199110829529332,A3,0.45101363578506143
1.5199110829529332,A3,0.45894244706177945
1.5199110829529332,A3,0.4500884742337079
1.5199110829529332,A3,0.45473845000496893
1.5199110829529332,A3,0.4504730136453822
1.5199110829529332,A3,0.45468731400790235
1.5199110829529332,A3,0.4542977948394837
1.5199110829529332,A3,0.4522169858777583
1.5199110829529332,A3,0.4555660355088775
1.5199110829529332,A3,0.45431606721678297
1.5199110829529332,A3,0.4502204106681393
1.5199110829529332,A3,0.45752141492316684
1.5199110829529332,A3,0.45805261269577896
1.5199110829529332,A3,0.4501095465137554
1.5199110829529332,A3,0.4497428536379241
1.5199110829529332,A3,0.45522537419755615
1.5199110829529332,A3,0.4539680053177356
1.5199110829529332,A3,0.4542373412599654
1.5199110829529332,A3,0.4533028846480012
1.5199110829529332,A3,0.4569019801059147
1.5199110829529332,A4,0.4207638427829972
1.5199110829529332,A4,0.4191563387409343
1.5199110829529332,A4,0.42414365324864195
1.5199110829529332,A4,0.42160343280204116
1.5199110829529332,A4,0.4266769449677895
1.5199110829529332,A4,0.43356118543011046
1.5199110829529332,A4,0.4220865877885793
1.5199110829529332,A4,0.42749283198904914
1.5199110829529332,A4,0.43203510642232557
1.5199110829529332,A4,0.43296645362243524
1.5199110829529332,A4,0.42437720347982744
1.5199110829529332,A4,0.4260429488154735
1.5199110829529332,A4,0.42358115471823227
1.5199110829529332,A4,0.42602597685307625
1.5199110829529332,A4,0.4324137152014221
1.5199110829529332,A4,0.4267082946602831
1.5199110829529332,A4,0.42254546431844225
1.5199110829529332,A4,0.42650485995703447
1.5199110829529332,A4,0.42398556457542325
1.5199110829529332,A4,0.41816628729916033
1.5199110829529332,A4,0.4191971713226752
1.5199110829529332,A4,0.4291570269586793
1.5199110829529332,A4,0.4380622676920613
1.5199110829529332,A4,0.42889762323023894
1.5199110829529332,A4,0.42854379131586373
1.5199110829529332,A4,0.42900972685790606
1.5199110829529332,A4,0.42923351260716225
1.5199110829529332,A4,0.42046710389370917
1.5199110829529332,A4,0.42265152635783915
1.5199110829529332,A4,0.4253641835594915
1.5199110829529332,A4,0.41727972976785804
1.5199110829529332,A4,0.4232331567286689
1.5199110829529332,A4,0.4268705937539035
1.5199110829529332,A4,0.42266132330717987
1.5199110829529332,A4,0.4269607021265126
1.5199110829529332,A4,0.42650282529907635
1.5199110829529332,A4,0.42054039177937985
1.5199110829529332,A4,0.42172183162535465
1.5199110829529332,A4,0.43036320829622726
1.5199110829529332,A4,0.4308961249096773
1.5199110829529332,A5,0.36563275439591514
1.5199110829529332,A5,0.35795316222144186
1.5199110829529332,A5,0.3621508963041451
1.5199110829529332,A5,0.35961891943474955
1.5199110829529332,A5,0.3535777829692324
1.5199110829529332,A5,0.35751245001145326
1.5199110829529332,A5,0.35615771832861065
1.5199110829529332,A5,0.35746409973717747
1.5199110829529332,A5,0.3560678406035717
1.5199110829529332,A5,0.35762190744515227
1.5199110829529332,A5,0.3695297903003765
1.5199110829529332,A5,0.36037331307791265
1.5199110829529332,A5,0.3591609898076626
1.5199110829529332,A5,0.3642045008245026
1.5199110829529332,A5,0.36507736992915485
1.5199110829529332,A5,0.36878338216925743
1.5199110829529332,A5,0.35759840764715795
1.5199110829529332,A5,0.3609121751988149
1.5199110829529332,A5,0.3585858865111183
1.5199110829529332,A5,0.35636817380321373
1.5199110829529332,A5,0.3608935554282648
1.5199110829529332,A5,0.36141581017433927
1.5199110829529332,A5,0.35331117018379204
1.5199110829529332,A5,0.36067296434196044
1.5199110829529332,A5,0.3600707303974663
1.5199110829529332,A5,0.3654707187464329
1.5199110829529332,A5,0.36503611692900817
1.5199110829529332,A5,0.3642233079595009
1.5199110829529332,A5,0.35142204481363354
1.5199110829529332,A5,0.3662254091287649
1.5199110829529332,A5,0.3637414325355211
1.5199110829529332,A5,0.36512696862828603
1.5199110829529332,A5,0.35711782183545154
1.5199110829529332,A5,0.36292119678174967
1.5199110829529332,A5,0.3568820158013243
1.5199110829529332,A5,0.3592462445622102
1.5199110829529332,A5,0.3604563054322222
1.5199110829529332,A5,0.3630018294882193
1.5199110829529332,A5,0.36280827671975885
1.5199110829529332,A5,0.3660784093872721
1.5199110829529332,A6,0.29313598532268115
1.5199110829529332,A6,0.30236510551331436
1.5199110829529332,A6,0.2955503652250044
1.5199110829529332,A6,0.300337946815689
1.5199110829529332,A6,0.3090185166102449
1.5199110829529332,A6,0.30285826547585787
1.5199110829529332,A6,0.2931688444896556
1.5199110829529332,A6,0.3048032940100196
1.5199110829529332,A6,0.30047277088720775
1.5199110829529332,A6,0.2948224200864677
1.5199110829529332,A6,0.3021754622709868
1.5199110829529332,A6,0.3012671727770758
1.5199110829529332,A6,0.3028527240761109
1.5199110829529332,A6,0.3045394919139824
1.5199110829529332,A6,0.30851998282345866
1.5199110829529332,A6,0.30693879444471156
1.5199110829529332,A6,0.3079289556093844
1.5199110829529332,A6,0.2988546418781946
1.5199110829529332,A6,0.29533491901225206
1.5199110829529332,A6,0.3112752204100608
1.5199110829529332,A6,0.3039980496449121
1.5199110829529332,A6,0.30316149885392224
1.5199110829529332,A6,0.3055614393513294
1.5199110829529332,A6,0.2961646640093205
1.5199110829529332,A6,0.3052572975540556
1.5199110829529332,A6,0.30460414197313596
1.5199110829529332,A6,0.29958091994022057
1.5199110829529332,A6,0.300213866467311
1.5199110829529332,A6,0.30485985556203676
1.5199110829529332,A6,0.30314719643713517
1.5199110829529332,A6,0.30166424138638226
1.5199110829529332,A6,0.3057898987003069
1.5199110829529332,A6,0.29924762228532564
1.5199110829529332,A6,0.3024260078189559
1.5199110829529332,A6,0.30011828712492633
1.5199110829529332,A6,0.30386059268841636
1.5199110829529332,A6,0.30086620737773395
1.5199110829529332,A6,0.2998119091834434
1.5199110829529332,A6,0.3013860169583451
1.5199110829529332,A6,0.2987519721289021
3.511191734215131,A1,0.6697825583238477
3.511191734215131,A1,0.6873537039474492
3.511191734215131,A1,0.6873629773858837
3.511191734215131,A1,0.6874491766124948
3.511191734215131,A1,0.6844842132750443
3.511191734215131,A1,0.679578557966039
3.511191734215131,A1,0.6789645092295787
3.511191734215131,A1,0.6766189271420012
3.511191734215131,A1,0.6947566681316425
3.511191734215131,A1,0.6792491086314426
3.511191734215131,A1,0.678064479745046
3.511191734215131,A1,0.6860216242625795
3.511191734215131,A1,0.684527389662713
3.511191734215131,A1,0.6834631105825155
3.511191734215131,A1,0.6862455751052609
3.511191734215131,A1,0.6726493356300008
3.511191734215131,A1,0.6958637224181708
3.511191734215131,A1,0.6824915994048342
3.511191734215131,A1,0.6928746846993055
3.511191734215131,A1,0.6951727836341131
3.511191734215131,A1,0.6894402070093403
3.511191734215131,A1,0.6871341640785352
3.511191734215131,A1,0.6850204478773114
3.511191734215131,A1,0.683629368241334
3.511191734215131,A1,0.6910228152160808
3.511191734215131,A1,0.6919323974089204
3.511191734215131,A1,0.6870616300725894
3.511191734215131,A1,0.6943067295600459
3.511191734215131,A1,0.683267443844855
3.511191734215131,A1,0.687132909876213
3.511191734215131,A1,0.6855711336342518
3.511191734215131,A1,0.6955894608865104
3.511191734215131,A1,0.6789784835018817
3.511191734215131,A1,0.6880258652322251
3.511191734215131,A1,0.6870358248593768
3.511191734215131,A1,0.6812159215481167
3.511191734215131,A1,0.6951531746448627
3.511191734215131,A1,0.6809243326064598
3.511191734215131,A1,0.6933571879610867
3.511191734215131,A1,0.6965212917588469
3.511191734215131,A2,0.6782419274679661
3.511191734215131,A2,0.669772749756939
3.511191734215131,A2,0.6631777989476335
3.511191734215131,A2,0.6596164839601569
3.511191734215131,A2,0.6722636893232815
3.511191734215131,A2,0.6722513360846105
3.511191734215131,A2,0.6623450266590333
3.511191734215131,A2,0.67057556654474
3.511191734215131,A2,0.6634081292056097
3.511191734215131,A2,0.6709453092462254
3.511191734215131,A2,0.6589147388143431
3.511191734215131,A2,0.6675519334707187
3.511191734215131,A2,0.6703089115870506
3.511191734215131,A2,0.6719055760398723
3.511191734215131,A2,0.6676312486530839
3.511191734215131,A2,0.6560169662983099
3.511191734215131,A2,0.6583331586495613
3.511191734215131,A2,0.668739465235069
3.511191734215131,A2,0.668905341316377
3.511191734215131,A2,0.6700350850834869
3.511191734215131,A2,0.6685957033925156
3.511191734215131,A2,0.666786350576195
3.511191734215131,A2,0.6647995985764857
3.511191734215131,A2,0.6671790653792038
3.511191734215131,A2,0.672073067174425
3.511191734215131,A2,0.6669379684000666
3.511191734215131,A2,0.6626283593492469
3.511191734215131,A2,0.6679209495782015
3.511191734215131,A2,0.666321770209383
3.511191734215131,A2,0.6704972045651972
3.511191734215131,A2,0.6769009972202225
3.511191734215131,A2,0.6663798007615198
3.511191734215131,A2,0.6749918001346119
3.511191734215131,A2,0.6646094093492558
3.511191734215131,A2,0.6645248154523643
3.511191734215131,A2,0.670578447161614
3.511191734215131,A2,0.659059571598729
3.511191734215131,A2,0.6734275424124843
3.511191734215131,A2,0.6561714329395567
3.511191734215131,A2,0.6670367837080694
3.511191734215131,A3,0.4663225984446938
3.511191734215131,A3,0.4674403962538807
3.511191734215131,A3,0.4673737814096979
3.511191734215131,A3,0.4562002773392492
3.511191734215131,A3,0.4615624172411143
3.511191734215131,A3,0.4617926857063271
3.511191734215131,A3,0.45900647513157267
3.511191734215131,A3,0.46159305837480197
3.511191734215131,A3,0.45480280362407094
3.511191734215131,A3,0.46231134717387773
3.511191734215131,A3,0.47271254822839875
3.511191734215131,A3,0.46755227218906986
3.511191734215131,A3,0.4610021746479872
3.511191734215131,A3,0.4619276683218065
3.511191734215131,A3,0.4551575672021678
3.511191734215131,A3,0.4684312924877586
3.511191734215131,A3,0.45731231936261224
3.511191734215131,A3,0.46766232929095214
3.511191734215131,A3,0.46492733008323933
3.511191734215131,A3,0.4649496217615922
3.511191734215131,A3,0.4563665144881813
3.511191734215131,A3,0.4567640372279277
3.511191734215131,A3,0.4632424954461614
3.511191734215131,A3,0.46534419719238257
3.511191734215131,A3,0.4559326525084788
3.511191734215131,A3,0.450941951546225
3.511191734215131,A3,0.4715218321077323
3.511191734215131,A3,0.44991917814097476
3.511191734215131,A3,0.4670181334911285
3.511191734215131,A3,0.4625885912096005
3.511191734215131,A3,0.46332338736655476
3.511191734215131,A3,0.4548582576511081
3.511191734215131,A3,0.4599365157493173
3.511191734215131,A3,0.4632674962388652
3.511191734215131,A3,0.4732392785435665
3.511191734215131,A3,0.457479251655077
3.511191734215131,A3,0.4587480258324851
3.511191734215131,A3,0.4706677213145102
3.511191734215131,A3,0.4602856689153441
3.511191734215131,A3,0.4537616671510464
3.511191734215131,A4,0.43659081210384854
3.511191734215131,A4,0.4336474646094689
3.511191734215131,A4,0.4310268090575604
3.511191734215131,A4,0.4347755502889671
3.511191734215131,A4,0.434335154743832
3.511191734215131,A4,0.43050478146459636
3.511191734215131,A4,0.4387829866273395
3.511191734215131,A4,0.4444920126374514
3.511191734215131,A4,0.43162882608110287
3.511191734215131,A4,0.4397067490281886
3.511191734215131,A4,0.4272288147289601
3.511191734215131,A4,0.4317364290420025
3.511191734215131,A4,0.4377501575412662
3.511191734215131,A4,0.4309442928614038
3.511191734215131,A4,0.436132051287842
3.511191734215131,A4,0.4375148604417478
3.511191734215131,A4,0.44082898671909604
3.511191734215131,A4,0.4329506809426372
3.511191734215131,A4,0.43228275732187427
3.511191734215131,A4,0.4256526527642188
3.511191734215131,A4,0.4367294351071169
3.511191734215131,A4,0.4366189857713938
3.511191734215131,A4,0.43835499211108236
3.511191734215131,A4,0.43330885355968657
3.511191734215131,A4,0.4384409511452055
3.511191734215131,A4,0.4423065641426826
3.511191734215131,A4,0.4343376208095615
3.511191734215131,A4,0.4432609866461761
3.511191734215131,A4,0.4267361432259436
3.511191734215131,A4,0.4265994245321629
3.511191734215131,A4,0.4362019592526948
3.511191734215131,A4,0.43407373943118915
3.511191734215131,A4,0.4310746760950084
3.511191734215131,A4,0.43433724464998685
3.511191734215131,A4,0.42886838931735555
3.511191734215131,A4,0.4331770773292658
3.511191734215131,A4,0.4267867910022481
3.511191734215131,A4,0.4277984755648119
3.511191734215131,A4,0.4354488559756877
3.511191734215131,A4,0.43329608957959553
3.511191734215131,A5,0.3680017333122257
3.511191734215131,A5,0.3717023686945076
3.511191734215131,A5,0.37240081779374573
3.511191734215131,A5,0.37904401292428036
3.511191734215131,A5,0.36538928973256385
3.511191734215131,A5,0.38242056542895564
3.511191734215131,A5,0.379534488719782
3.511191734215131,A5,0.3743264150409955
3.511191734215131,A5,0.3830610638287099
3.511191734215131,A5,0.3755285098654112
3.511191734215131,A5,0.38138833870454114
3.511191734215131,A5,0.3767605761888918
3.511191734215131,A5,0.3763987706175625
3.511191734215131,A5,0.37290423211226004
3.511191734215131,A5,0.37618300447491443
3.511191734215131,A5,0.3860083769177587
3.511191734215131,A5,0.37154817685863933
3.511191734215131,A5,0.37663061265453057
3.511191734215131,A5,0.3673717183424107
3.511191734215131,A5,0.37480307257254525
3.511191734215131,A5,0.37594369766621905
3.511191734215131,A5,0.3765754821084989
3.511191734215131,A5,0.3755643310487728
3.511191734215131,A5,0.3775164263120295
3.511191734215131,A5,0.3709440425434352
3.511191734215131,A5,0.371586324926603
3.511191734215131,A5,0.37195251936822815
3.511191734215131,A5,0.3757938372943107
3.511191734215131,A5,0.3755603936378145
3.511191734215131,A5,0.37759131573128674
3.511191734215131,A5,0.3687858592386604
3.511191734215131,A5,0.3742901674154004
3.511191734215131,A5,0.3770070018677014
3.511191734215131,A5,0.37307553284436756
3.511191734215131,A5,0.3748531526828651
3.511191734215131,A5,0.37924655642838945
3.511191734215131,A5,0.3832793130910887
3.511191734215131,A5,0.37855847244720037
3.511191734215131,A5,0.3789651034034131
3.511191734215131,A5,0.37241843780339434
3.511191734215131,A6,0.3250676227458864
3.511191734215131,A6,0.3140905691362251
3.511191734215131,A6,0.32266506780395
3.511191734215131,A6,0.32692175127332085
3.511191734215131,A6,0.3259724880826336
3.511191734215131,A6,0.3174593257479376
3.511191734215131,A6,0.32537376603116364
3.511191734215131,A6,0.3164012726584807
3.511191734215131,A6,0.31634976152733174
3.511191734215131,A6,0.31626622845332164
3.511191734215131,A6,0.3256983321771799
3.511191734215131,A6,0.3143844172452041
3.511191734215131,A6,0.3140198483418893
3.511191734215131,A6,0.3228623724806106
3.511191734215131,A6,0.32265780567520125
3.511191734215131,A6,0.3233864206228922
3.511191734215131,A6,0.320120888390389
3.511191734215131,A6,0.3155325648704479
3.511191734215131,A6,0.3176454206352615
3.511191734215131,A6,0.313394036582515
3.511191734215131,A6,0.3169316947350962
3.511191734215131,A6,0.3201282326359192
3.511191734215131,A6,0.3170253873386569
3.511191734215131,A6,0.3170293417138315
3.511191734215131,A6,0.3155937238108424
3.511191734215131,A6,0.3203020459739728
3.511191734215131,A6,0.31650529069111094
3.511191734215131,A6,0.312805571178762
3.511191734215131,A6,0.32510336798934314
3.511191734215131,A6,0.3195978064840078
3.511191734215131,A6,0.3132239156860849
3.511191734215131,A6,0.3188158262527389
3.511191734215131,A6,0.3220187750499505
3.511191734215131,A6,0.32069170408376907
3.511191734215131,A6,0.3154857915429414
3.511191734215131,A6,0.32230999827600815
3.511191734215131,A6,0.3209803762290568
3.511191734215131,A6,0.3126307080529985
3.511191734215131,A6,0.31977900320337915
3.511191734215131,A6,0.320972982397518
8.111308307896872,A1,0.6656401533792864
8.111308307896872,A1,0.6784906227823869
8.111308307896872,A1,0.6704601927134864
8.111308307896872,A1,0.680836148353174
8.111308307896872,A1,0.677637418505114
8.111308307896872,A1,0.6902319880876061
8.111308307896872,A1,0.6726827664945036
8.111308307896872,A1,0.6742789007427735
8.111308307896872,A1,0.673587429093073
8.111308307896872,A1,0.6800000001142696
8.111308307896872,A1,0.6781999644798417
8.111308307896872,A1,0.6774210302018334
8.111308307896872,A1,0.6838893571544822
8.111308307896872,A1,0.6843968010926048
8.111308307896872,A1,0.6819962256920359
8.111308307896872,A1,0.6671454150257007
8.111308307896872,A1,0.6785500189162139
8.111308307896872,A1,0.6745703619224447
8.111308307896872,A1,0.6791074894983109
8.111308307896872,A1,0.6775486727511632
8.111308307896872,A1,0.6726433899710916
8.111308307896872,A1,0.6661457566446828
8.111308307896872,A1,0.6722647217410749
8.111308307896872,A1,0.6736934178906298
8.111308307896872,A1,0.6780647719649314
8.111308307896872,A1,0.6914748758331019
8.111308307896872,A1,0.6752298741368092
8.111308307896872,A1,0.6684138926667279
8.111308307896872,A1,0.666049612974656
8.111308307896872,A1,0.6848016916426124
8.111308307896872,A1,0.6777463918419087
8.111308307896872,A1,0.6735170990264664
8.111308307896872,A1,0.6799436452131
8.111308307896872,A1,0.6699851411622745
8.111308307896872,A1,0.6705572790353611
8.111308307896872,A1,0.6710050932706553
8.111308307896872,A1,0.6701421168617434
8.111308307896872,A1,0.6790979258749595
8.111308307896872,A1,0.6840921441033008
8.111308307896872,A1,0.6865381708566205
8.111308307896872,A2,0.6673458060845118
8.111308307896872,A2,0.6622351722083876
8.111308307896872,A2,0.6554097482852997
8.111308307896872,A2,0.6557058681832788
8.111308307896872,A2,0.6645818016155278
8.111308307896872,A2,0.6486548954088756
8.111308307896872,A2,0.6603219775465473
8.111308307896872,A2,0.659642149632565
8.111308307896872,A2,0.6624025733698966
8.111308307896872,A2,0.6563642227441493
8.111308307896872,A2,0.6480016137509826
8.111308307896872,A2,0.6635312398189535
8.111308307896872,A2,0.6465255894307185
8.111308307896872,A2,0.6594246316032137
8.111308307896872,A2,0.6430628732266487
8.111308307896872,A2,0.655666682543566
8.111308307896872,A2,0.6594455287298508
8.111308307896872,A2,0.6591677969565264
8.111308307896872,A2,0.6625704337050206
8.111308307896872,A2,0.6578130829241898
8.111308307896872,A2,0.664783749532066
8.111308307896872,A2,0.6579696730561012
8.111308307896872,A2,0.6669088571247853
8.111308307896872,A2,0.6539777567847249
8.111308307896872,A2,0.6517694400210462
8.111308307896872,A2,0.6454836162485539
8.111308307896872,A2,0.6555563073518264
8.111308307896872,A2,0.6555317018485556
8.111308307896872,A2,0.6674804629087824
8.111308307896872,A2,0.6419428596163718
8.111308307896872,A2,0.6561110227063208
8.111308307896872,A2,0.6630776765964403
8.111308307896872,A2,0.6647072178733672
8.111308307896872,A2,0.6529641458899517
8.111308307896872,A2,0.6559967297770618
8.111308307896872,A2,0.6666932745222499
8.111308307896872,A2,0.6603597787677148
8.111308307896872,A2,0.6743536143356307
8.111308307896872,A2,0.6568330316173177
8.111308307896872,A2,0.6506736379013218
8.111308307896872,A3,0.4638133302714217
8.111308307896872,A3,0.46694375946540095
8.111308307896872,A3,0.4596921220241965
8.111308307896872,A3,0.47028752168977317
8.111308307896872,A3,0.46750065550512415
8.111308307896872,A3,0.46213831802116745
8.111308307896872,A3,0.46711647621212393
8.111308307896872,A3,0.46318543480503716
8.111308307896872,A3,0.46604998937809294
8.111308307896872,A3,0.46274980250065917
8.111308307896872,A3,0.47322985987104016
8.111308307896872,A3,0.4647329160945137
8.111308307896872,A3,0.4572619184016669
8.111308307896872,A3,0.45661489049046444
8.111308307896872,A3,0.46879034847941
8.111308307896872,A3,0.4672397581938459
8.111308307896872,A3,0.4661666572899756
8.111308307896872,A3,0.461277973303962
8.111308307896872,A3,0.4551959939680794
8.111308307896872,A3,0.4669636835545799
8.111308307896872,A3,0.46361368459207425
8.111308307896872,A3,0.4704803242919609
8.111308307896872,A3,0.4583590519175194
8.111308307896872,A3,0.46605011569187166
8.111308307896872,A3,0.46134345164430146
8.111308307896872,A3,0.4726201284495632
8.111308307896872,A3,0.4697899369568857
8.111308307896872,A3,0.4682006156953599
8.111308307896872,A3,0.4716039019672673
8.111308307896872,A3,0.47516432879224846
8.111308307896872,A3,0.4548088585842376
8.111308307896872,A3,0.4636482038714036
8.111308307896872,A3,0.4672314050396577
8.111308307896872,A3,0.46406993577046257
8.111308307896872,A3,0.4714921466770296
8.111308307896872,A3,0.4658549116109025
8.111308307896872,A3,0.464398393322278
8.111308307896872,A3,0.45755309975821384
8.111308307896872,A3,0.4620789453017004
8.111308307896872,A3,0.46205748309763695
8.111308307896872,A4,0.444360086622275
8.111308307896872,A4,0.43359622473979015
8.111308307896872,A4,0.44869542452378075
8.111308307896872,A4,0.44440615102243775
8.111308307896872,A4,0.4322877525781969
8.111308307896872,A4,0.4392854071067625
8.111308307896872,A4,0.4427072710065097
8.111308307896872,A4,0.4315686136309122
8.111308307896872,A4,0.4414132520007336
8.111308307896872,A4,0.44054056717450274
8.111308307896872,A4,0.4425495795701706
8.111308307896872,A4,0.43361228831885407
8.111308307896872,A4,0.4438139249974099
8.111308307896872,A4,0.4366334541506595
8.111308307896872,A4,0.44181462958296214
8.111308307896872,A4,0.4435812487646926
8.111308307896872,A4,0.43718130052451976
8.111308307896872,A4,0.4335409140611156
8.111308307896872,A4,0.439101028682864
8.111308307896872,A4,0.4429264280948966
8.111308307896872,A4,0.4339539365636428
8.111308307896872,A4,0.4359422572020606
8.111308307896872,A4,0.4397136091245287
8.111308307896872,A4,0.4362418438688165
8.111308307896872,A4,0.4421244393672091
8.111308307896872,A4,0.43309882760055335
8.111308307896872,A4,0.4339167007087357
8.111308307896872,A4,0.4371297911346947
8.111308307896872,A4,0.4395580279168144
8.111308307896872,A4,0.43130574016305107
8.111308307896872,A4,0.44855612354781366
8.111308307896872,A4,0.4381653507415259
8.111308307896872,A4,0.44074401879974695
8.111308307896872,A4,0.4437523259989746
8.111308307896872,A4,0.4349045590239754
8.111308307896872,A4,0.4311223436145001
8.111308307896872,A4,0.44428353575959983
8.111308307896872,A4,0.42739990577041376
